STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SPECIES,Species,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,INVERTEB,,43,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,LICHEN,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MAMMAL,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MOSS,,24,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,ENDANGERED_IND,Endangered indigenous species,SPC,Species,VASCULAR_PLANT,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,AMPHIBIAN,,30,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,BIRD,,43.7788,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FISH_TOT,,13.63636,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FRESHW_F,,20.45455,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,INVERTEB,,1.353889,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,LICHEN,,32.84937,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MAMMAL,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MARINE_F,,7.692307,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MOSS,,26.63317,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,REPTILE,,40,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,VASCULAR_PLANT,,15.59633,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,AMPHIBIAN,,27.27273,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,BIRD,,40.59829,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FISH_TOT,,8.737864,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FRESHW_F,,16.66667,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,INVERTEB,,1.320991,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,LICHEN,,32.55396,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MAMMAL,,4.545455,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MARINE_F,,6.060606,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MOSS,,26.58863,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,REPTILE,,40,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,VASCULAR_PLANT,,10.13413,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,AMPHIBIAN,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,BIRD,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,FISH_TOT,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,FRESHW_F,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,INVERTEB,,137,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,LICHEN,,181,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,MAMMAL,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,MARINE_F,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,MOSS,,159,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,REPTILE,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED,Threatened species,SPC,Species,VASCULAR_PLANT,,204,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,AMPHIBIAN,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,BIRD,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,FISH_TOT,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,FRESHW_F,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,INVERTEB,,137,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,LICHEN,,181,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,MAMMAL,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,MARINE_F,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,MOSS,,159,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,REPTILE,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,THREATENED_IND,Indigenous threatened species,SPC,Species,VASCULAR_PLANT,,204,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,AMPHIBIAN,,11,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,BIRD,,234,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,FISH_TOT,,103,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,FRESHW_F,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,INVERTEB,,10371,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,LICHEN,,556,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,MAMMAL,,66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,MARINE_F,,66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,MOSS,,598,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,REPTILE,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN,Known species,SPC,Species,VASCULAR_PLANT,,2013,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,AMPHIBIAN,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,BIRD,,217,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,FISH_TOT,,66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,FRESHW_F,,44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,INVERTEB,,10119,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,LICHEN,,551,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MAMMAL,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MARINE_F,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MOSS,,597,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,REPTILE,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,TOT_KNOWN_IND,Indigenous known species,SPC,Species,VASCULAR_PLANT,,1308,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,AMPHIBIAN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,BIRD,,41,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,FISH_TOT,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,FRESHW_F,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,INVERTEB,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,LICHEN,,43,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,MOSS,,116,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE,Vulnerable species,SPC,Species,VASCULAR_PLANT,,102,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,AMPHIBIAN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,BIRD,,41,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,FISH_TOT,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,FRESHW_F,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,INVERTEB,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,LICHEN,,43,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MOSS,,116,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,EST,Estonia,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,VASCULAR_PLANT,,102,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,BIRD,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,FISH_TOT,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,FRESHW_F,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,INVERTEB,,168,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,LICHEN,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,MAMMAL,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,MOSS,,133,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL,Critically endangered species,SPC,Species,VASCULAR_PLANT,,35,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,BIRD,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FISH_TOT,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FRESHW_F,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,INVERTEB,,168,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,LICHEN,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MAMMAL,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MOSS,,133,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,VASCULAR_PLANT,,35,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,ENDANGERED,Endangered species,SPC,Species,AMPHIBIAN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,ENDANGERED,Endangered species,SPC,Species,BIRD,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,ENDANGERED,Endangered species,SPC,Species,FISH_TOT,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,FIN,Finland,ENDANGERED,Endangered species,SPC,Species,FRESHW_F,,3,,A,Normal value,0,Units,1,One
